doi;title;authors;published;url;journal;has_fulltext;is_oa;downloaded;path;pdf_content_length;data_links;data_availability_statements;code_availability_statements;format;repository;repository_url;download_status;data_download_path;data_size;number_of_files;license
10.1111/mec.12452;Population genetic analyses provide insights on the introduction pathway and spread patterns of the North American forest pathogen <i>Heterobasidion irregulare</i> in Italy;Matteo Garbelotto, Fabio Guglielmo, Silvia Mascheretti, Peter J.P. Croucher, Paolo Gonthier;2013-08-29;;;False;False;True;./downloads/10.1111%2Fmec.12452.pdf;942114;[];"Sample locations and microsatellite data: Supporting information 2 and DRYAD digital repository entry - doi: 
10.5061/dryad.m9d40 
DNA sequences: GenBank accessions JX982607 – JX982621 
Detailed information related to GenBank accession numbers is provided in Table 1 and in Supporting information 1  
R script is provided in Supporting information 6 
References 
Bengtsson SBK, Vasaitis R, Kirisits T, Solheim H, Stenlid J (2012)";No code availability statement found.;;;;False;;0.0;0;
10.12705/633.8;Phylogenetic relationships in <i>Helichrysum</i> (Compositae: Gnaphalieae) and related genera: Incongruence between nuclear and plastid phylogenies, biogeographic and morphological patterns, and implications for generic delimitation;Mercè Galbany‐Casals, Matthew Unwin, Núria Garcia‐Jacas, Rob D. Smissen, Alfonso Susanna, Randall J. Bayer;2014-06-01;;;True;True;True;./downloads/10.12705%2F633.8.pdf;2979277;['http://dx.doi.org/10.12705/633.8', 'http://www.ingentaconnect.com/content/iapt/tax).'];"http://dx.doi.org/10.12705/633.8
 
2 
 
Supplementary Material Appendix 1 and Table S1 (all in the Electronic Supplement) are 
available under “Supplementary Data” of the online version of this article 
(http://www.ingentaconnect.com/content/iapt/tax).";No code availability statement found.;;;;False;;0.0;0;
10.1098/rspb.2008.1264;DNA barcoding insect–host plant associations;José A. Jurado‐Rivera, Alfried P. Vogler, Chris A. M. Reid, Eduard Petitpierre, Jesús Gómez‐Zurita;2008-11-11;;;True;True;True;./downloads/10.1098%2Frspb.2008.1264.pdf;1754487;[];"trnL sequences have been deposited at the EBI under
accession numbers FM160425–FM160505, and beetle
sequences
under
FM209215–FM209246
(cox1)
and
FM209248-FM209279 (EF1a).
(b) Phylogenetic reconstruction
Each plant trnL sequence was compared against the GenBank
nr database using the BLASTn algorithm and default search
parameters (Altschul et al. 1990).";No code availability statement found.;;;;False;;0.0;0;
10.1002/ece3.4063;Low genetic diversity contrasts with high phenotypic variability in heptaploid <i>Spartina densiflora</i> populations invading the Pacific coast of North America;Jesús M. Castillo, Blanca Gallego‐Tévar, Enrique Figueroa, Brenda J. Grewell, Dominique Vallet, Hélène Rousseau, Jean Keller, Oscar Lima, Stéphane Dréano, Armel Salmon, Malika L. Aïnouche;2018-04-20;;;True;True;True;./downloads/10.1002%2Fece3.4063.pdf;1283239;[];"The quantification of plasticity for several traits in several popula-
tions of the same species is a difficult task, and thus, available data in 
this regard are still very scarce (Molina-­Montenegro & Naya, 2012).";No code availability statement found.;;;;False;;0.0;0;
10.1111/gcb.15749;Simplification, not “tropicalization”, of temperate marine ecosystems under ocean warming and acidification;Sylvain Agostini, Ben P. Harvey, Marco Milazzo, Shigeki Wada, Koetsu Kon, Nicolas Floc’h, Kosei Komatsu, Mayumi Kuroyama, Jason M. Hall‐Spencer;2021-07-16;;;True;True;True;./downloads/10.1111%2Fgcb.15749.pdf;2786977;['https://urlde\u200bfense.com/v3/__', 'https://gitlab.com/agore\u200bmix/tropi\u200bcaliz\u200bation\u200b-\xadunder\u200b-\xadocean\u200b-\xadwarmi\u200bng-\xad'];"The code and raw data are available at https://urlde​fense.com/v3/__
https://gitlab.com/agore​mix/tropi​caliz​ation​-­under​-­ocean​-­warmi​ng-­
and-­acidi​ficat​ion.git__;!!N11eV​2iwtf​s!6catv​xP9YT​onm6m​-­qwsRA​
M07WP​HV7g8x_bSV-­8HAyF​spteV​RmwnF​eUlmDek$ and the data 
is deposited on the Pangaea environmental data repository.";No code availability statement found.;;;;False;;0.0;0;
10.1086/600082;A Statistical Approach for Distinguishing Hybridization and Incomplete Lineage Sorting;Simon Joly, Patricia A. McLenachan, Peter J. Lockhart;2009-06-11;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1007/s00606-007-0516-3;A phylogenetic study of Echidnopsis Hook. f. (Apocynaceae-Asclepiadoideae) - taxonomic implications and the colonization of the Socotran archipelago;Mike Thiv, Ulrich Meve;2007-04-10;;;True;True;True;./downloads/10.1007%2Fs00606-007-0516-3.pdf;223413;[];No data availability statement found.;No code availability statement found.;;;;False;;0.0;0;
10.1098/rspb.2013.2952;Occam's Razor in sensorimotor learning;Tim Genewein, Daniel A. Braun;2014-03-26;;;True;True;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1016/j.polar.2018.09.004;Taxonomic, functional, and phylogenetic diversity of fungi along primary successional and elevational gradients near Mount Robson, British Columbia;S. Matsuoka, Yuhei Ogisu, Sayaka Sakoh, Satoru Hobara, Takashi Osono;2018-09-28;;;True;True;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1111/evo.12134;EXAMINING THE FULL EFFECTS OF LANDSCAPE HETEROGENEITY ON SPATIAL GENETIC VARIATION: A MULTIPLE MATRIX REGRESSION APPROACH FOR QUANTIFYING GEOGRAPHIC AND ECOLOGICAL ISOLATION;Ian Wang;2013-04-23;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1007/s00239-013-9552-5;Molecular Phylogeny and Evolution of the Proteins Encoded by Coleoid (Cuttlefish, Octopus, and Squid) Posterior Venom Glands;Tim Ruder, Kartik Sunagar, Eivind A. B. Undheim, Syed Abid Ali, Tak-Cheung Wai, Dolyce H. W. Low, Timothy N. W. Jackson, Glenn F. King, Agostinho Antunes, Bryan G. Fry;2013-03-02;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1038/s41437-022-00522-4;Contrasting genetic trajectories of endangered and expanding red fox populations in the western U.S;Cate B. Quinn, Sophie Preckler‐Quisquater, Jocelyn R. Akins, Patrick R. Cross, Preston B. Alden, Stevi L. Vanderzwan, John Stephenson, Pete Figura, Gregory A. Green, Tim L. Hiller, Benjamin N. Sacks;2022-03-21;;;True;True;True;./downloads/10.1038%2Fs41437-022-00522-4.pdf;3971463;['https://doi.org/10.25338/B87P8K).'];"We have deposited the primary data underlying these analyses as follows: Autosomal
microsatellite
genotypes,
Y-microsatellite genotypes,
Y-SNP genotypes: Dryad
(https://doi.org/10.25338/B87P8K).";"All R scripts
used to modify the sGD function and visualize genetic diversity and
effective population size estimates as an interpolated surface are available
at https://github.com/cbquinn/westernRFstructure.";;;;False;;0.0;0;
10.1007/s00606-011-0547-7;Phylogenetic assessment and biogeographic analyses of tribe Peracarpeae (Campanulaceae);Zhuo Zhou, Jun Wen, Guodong Li, Hang Sun;2011-10-27;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1111/1365-2435.12253;Changing leaf nitrogen and canopy height quantify processes leading to plant and butterfly diversity loss in agricultural landscapes;John Hodgson, J. R. B. Tallowin, Roger L. H. Dennis, Ken Thompson, Peter Poschlod, M.S. Dhanoa, Mike Charles, Glynis Jones, Peter J. Wilson, S. R. Band, Amy Bogaard, Carol Palmer, Gaylynne Carter, A. Hynd;2014-01-16;;;True;True;True;./downloads/10.1111%2F1365-2435.12253.pdf;269797;[];"MAKING THE MOST OF THE AVAILABLE DATA
Eﬀective conservation management in changing landscapes
will always depend for guidance upon a good understanding
of the ecological processes shaping the ﬂora and fauna.";No code availability statement found.;;;;False;;0.0;0;
10.1016/j.baae.2015.04.011;Is climate warming advantageous for plants with untoothed leaves?;Grzegorz Iszkuło, Katarzyna Myślicka;2015-05-11;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1007/s11252-2012-0284-x;;;;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1016/j.biocon.2013.05.008;Modeling harvest rates and numbers from age and sex ratios: A demonstration for elephant populations;Karpagam Chelliah, Harshvardhan Bukka, Raman Sukumar;2013-06-26;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1007/s11252-014-0419-3;The influence of personal belief, agency mission and city size on open space decision making processes in three southwestern cities;Megan M. Friggens, Carol Raish, Deborah M. Finch, Alice M. McSweeney;2014-09-13;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.3390/ecologies2030017;A Simple Spatial Method for Identifying Point Clusters by Neighbourhood Relationships;Neftalí Sillero;2021-08-10;;;True;True;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1111/syen.12432;Molecular phylogeny of the tribe Candalidini (Lepidoptera: Lycaenidae): systematics, diversification and evolutionary history;Michael F. Braby, Marianne Espeland, Chris Müller, Rod Eastwood, David J. Lohman, Akito Y. Kawahara, Sarah C. Maunsell, Naomi E. Pierce;2020-06-02;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1017/S0266467410000611;Successional trends in soil seed banks of abandoned pastures of a Neotropical dry region;Susana Maza‐Villalobos, Celina Lemus-Herrera, Miguel Martínez‐Ramos;2010-12-17;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
10.1111/rec.13679;Unexplored freshwater communities in post‐mining ponds: effect of different restoration approaches;Martina Poláková, Michal Straka, Marek Polášek, Denisa Němejcová;2022-03-16;;;True;True;True;./downloads/10.1111%2Frec.13679.pdf;908338;['https://hydro.chmi.cz/riverchange/).'];"Further-
more, macroinvertebrates were classiﬁed into eight groups
according to their microhabitat afﬁnity, and into nine groups
according to their feeding preference (Tables S1 & S3), species
trait information being obtained from the national ARROW data-
base (available at https://hydro.chmi.cz/riverchange/).";No code availability statement found.;"html; charset=utf-8";Unknown;https://hydro.chmi.cz/riverchange/).;True;;0.0;1;Unknown
10.1007/s11252-021-01198-0;Land sharing between cultivated and wild plants: urban gardens as hotspots for plant diversity in cities;Birgit Seitz, Sascha Buchholz, Ingo Kowarik, Johann Herrmann, Leonie Neuerburg, Julian Wendler, Leonie Winker, Monika Egerer;2022-01-24;;;True;True;True;./downloads/10.1007%2Fs11252-021-01198-0.pdf;3948957;[];No data availability statement found.;No code availability statement found.;;;;False;;0.0;0;
10.1111/j.1469-1795.2008.00299.x;Minimizing false‐negatives when predicting the potential distribution of an invasive species: a bioclimatic envelope for the red‐eared slider at global and regional scales;K. Heidy Kikillus, Kelly M. Hare, Stephen Hartley;2009-11-27;;;True;True;True;./downloads/10.1111%2Fj.1469-1795.2008.00299.x.pdf;366809;[];"The suitability of the ‘best’ available site in New
Zealand was 0.16 based on the conservative dataset and the
ﬁnal ﬁt using the multimodel average.";No code availability statement found.;;;;False;;0.0;0;
10.1111/gcb.12963;Marine extinction risk shaped by trait–environment interactions over 500 million years;E. A. Orzechowski, Rowan Lockwood, Jarrett E. K. Byrnes, Sean C. Anderson, Seth Finnegan, Zoe V. Finkel, Paul G. Harnik, David R. Lindberg, Lee Hsiang Liow, Heike K. Lotze, Craig R. McClain, Jenny L. McGuire, Aaron O’Dea, John M. Pandolfi, Carl Simpson, Derek P. Tittensor;2015-07-18;;;False;False;True;./downloads/10.1111%2Fgcb.12963.pdf;624862;[];"When authors published multiple studies, expanding on their
dataset and duplicating tests, we included only the most
recently published results.";No code availability statement found.;;;;False;;0.0;0;
10.1093/molbev/msn072;Fast Evolution of Core Promoters in Primate Genomes;Han Liang, Y.-S. Lin, Wen‐Hsiung Li;2008-01-14;;;True;True;True;./downloads/10.1093%2Fmolbev%2Fmsn072.pdf;201301;[];"Supplementary Material
Supplementary data set S1, ﬁgure S1, and tables S1–S4
available at Molecular Biology and Evolution online (http://
www.mbe.oxfordjournals.org/).";No code availability statement found.;;;;False;;0.0;0;
10.3389/fevo.2019.00515;Coaction vs. Reciprocal Cooperation Among Unrelated Individuals in Social Cichlids;Michael Taborsky, Thomas Riebli;2020-01-21;;;True;True;True;./downloads/10.3389%2Ffevo.2019.00515.pdf;1560789;[];"All datasets generated for this study are included in the
article/supplementary material.";No code availability statement found.;;;;False;;0.0;0;
10.1890/05-0380;DOES PLANT SPECIES CO-OCCURRENCE INFLUENCE SOIL MITE DIVERSITY?;Mark G. St. John, Diana H. Wall, Valerie M. Behan‐Pelletier;2006-03-01;;;False;False;False;;0;[];No text available for analysis.;No text available for analysis.;;;;False;;0.0;0;
